q1,q2_1,q2_2,q2_3,q2_4,q2_5,q2_6,q2_7,q2_99,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q3_7,q3_8,q3_9,q3_10,q3_98,q3_99,q3_98_text,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q4_7,q4_8,q4_9,q4_10,q4_11,q4_12,dv1_1,dv1_2,dv2_1,dv2_2,dv3_1,dv3_2,dv4_1,dv4_2,dv11_1,dv11_2,dv17_1,dv17_2,dv30_1,dv30_2,dv6_1,dv6_2,dv28_1,dv28_2,dv5_1,dv5_2,dv31_1,dv31_2,dv7_1,dv7_2,dv8_1,dv8_2,dv12_1,dv12_2,dv13_1,dv13_2,dv14_1,dv14_2,dv15_1,dv15_2,dv16_1,dv16_2,dv10_1,dv10_2,dv18_1,dv18_2,dv19_1,dv19_2,dv33_1,dv33_2,dv20_1,dv20_2,dv21_1,dv21_2,dv22_1,dv22_2,dv23_1,dv23_2,dv24_1,dv24_2,dv25_1,dv25_2,dv26_1,dv26_2,dv27_1,dv27_2,dv29_1,dv29_2,dv32_1,dv32_2,dv9_1,dv9_2,dv34_1,dv34_2,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q5_98,q5_98_text,q6_1,q6_2,q6_3,q6_4,q6_5,q6_6,q6_7,q6_99,q6_99_text,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q7_7,q7_99,q7_99_text,q8_1,q8_2,q8_3,q8_4,q8_5,q8_6,q8_7,q8_99,q8_99_text,q9,q10,q11,q12,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q13_7,q13_8,q13_9,q13_10,q13_11,q13_12,q13_13,q13_14,q13_15,q13_16,q13_17,q13_18,q13_19,q13_99,q14_1,q14_2,q14_3,q14_4,q14_5,q14_6,q14_7,q14_8,q14_9,q14_10,q14_11,q14_12,q14_13,q14_14,q14_15,q14_16,q14_17,q14_18,q14_19,q14_20,q15_1,q15_2,q15_3,q15_4,q16,q17,q18,q19,q23_1,q23_2,q23_3,q23_4,q23_5,q23_6,q23_7,q23_7_text,q20,q21_1,q21_2,q21_3,q21_4,q22,prolific_pid,test1,test2,test3,test4,test11,test17,test30,test6,test28,test5,test31,test7,test8,test12,test13,test14,test15,test16,test10,test18,test19,test33,test20,test21,test22,test23,test24,test25,test26,test27,test29,test32,test9,test34
2,1,1,1,1,1,1,1, , ,1, , , , ,1,1,1,1, , , ,2,4,1,1,4,4,4,4,4,4,4,1,2,4, , , , , , ,4,4, , ,3,3, , ,3,4, , ,4,4, , ,4,4, , , , ,1,4, , , , , , ,3,3, , , , ,5,5, , , , , , ,1,1, , , , ,4,4, , ,5,5,2,3, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,4, , ,1, , , ,1, , , , ,1, ,1,1,1, , , , , , ,2, , , ,2, , , , ,2, ,3,2,2, , , , , , , , , , ,7,1,1983,2, , , , , , , , ,2, , , , ,33,5746f1955e549100063b3c45,1F, , , ,11F, ,30A, ,28F, ,31C, ,8B, , ,14B, , , ,18B, , ,20C, , , ,24A, , ,27E, ,32E,9F, 
1,1,1,1,1,1,1,1, ,1,1, ,1,1, , ,1,1,1, , , ,4,4,1,1,1,4,1,4,4,3,1,1,1,3, , , , ,1,1, , , , ,1,1,1,4, , ,1,3, , , , ,1,1, , , , , , , , ,1,5,1,5, , , , , , ,1,3, , , , , , , , ,1,1, , ,1,4, , ,1,4,1,3, , , , , , ,1, , , , , , , , , , ,1,None, , , , , , , , , , , , , ,1, , , , ,2,4, ,4, , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , ,1, , , ,1, , , , , , , , ,7,1,1990,1, , , , , , , , ,2, , , , ,10,6073ad2cd288215f64f51efa,1A, , ,4B, , ,30E,6E, ,5D, , ,8F, , , , ,16A,10E, , , ,20A, , , , ,25C, ,27B, ,32F,9D, 
1,1,1,1,1,1,1,1, ,1, , , , ,1,1,1,1,1, , , ,1,4,2,1,4,4,4,4,4,4,1,1, , ,5,5, , , , ,5,5, , ,5,4,5,5, , , , ,5,4, , ,4,5, , , , ,4,4, , , , , , , , ,5,5, , , , , , ,5,4,5,5, , , , , , ,5,5,5,5, , ,5,5, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , ,1, , , , ,1, , , ,1, , , , , , , , , , ,4, , , , ,4, , , ,4, , , , , , , , , , ,7,2,1994,1, , , , , , , , ,2, , , , ,10,5e4044797946592823cbec2a, ,2A, , ,11E, ,30C,6F, , ,31D, ,8E, , ,14D, , , , ,19B, , , ,22C,23B, , , ,27A,29C, ,9B, 
2,1,1,1,1,1,1,1, ,1, , , , ,1,1,1, ,1, , , ,1,2,2,1,4,4,2,4,4,4,1,1, , ,4,5, , , , ,4,4, , ,4,2,5,5, , ,4,5, , ,4,3, , , , , , , , , , ,4,4,4,5, , , , , , , , , , ,4,4, , ,5,5, , , , ,5,4, , ,4,5, , ,5,3, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , ,1, , , , ,1, , , , , ,1, , , , , , , , ,3, , , , ,3, , , , , ,3, , , , , , , , ,99,1,1988,1, , , , , , , , ,2, , , , ,45,5c0c90e7632102000147c3cc, ,2E, , ,11A, ,30C,6B, ,5F, ,7B, , , , , ,16C,10A, , , , , ,22F, ,24F, , ,27D, ,32E, ,34B
1,1,1,1,1,1,1, , ,1, , ,1,1, , ,1, , , , , ,1,2,2,1,4,3,4,4,4,3,1,1, , ,3,5, , , , ,4,5, , ,5,2,4,4, , , , ,5,5, , ,4,5, , , , , , ,5,5, , , , , , ,5,5, , , , , , ,4,3, , , , ,2,3,5,5, , ,1,3, , , , ,4,4, , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,2, , ,3, , , , ,1, , , , ,1, , ,1, , , , , , , , , , , ,1, , , , ,2, , , , , , , , , , , , , , ,99,1,1990,2, , , , , , , , ,1, , ,1, ,44,5591cd21fdf99b63126f6c60, ,2B, , ,11E, ,30C,6B, , ,31F, ,8C, , , ,15F, , , ,19A, , , ,22E, , ,25F,26D, ,29A, , ,34F
1,1,1,1,1,1,1, , ,1,1, , , , ,1,1,1,1, , , ,3,4,1,1,1,1,4,4,4,4,1,1,4,5, , , , , , ,5,5, , ,5,5, , ,5,5,5,5, , ,5,5, , , , , , , , ,4,5, , , , , , ,5,5, , , , , , ,5,5, , , , ,2,3, , ,5,5,5,5, , , , ,5,5, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , ,1,1, , ,1,1, , , ,1, ,1, ,1, ,1,1,1, , ,2,2, , ,2,2, , , ,1, ,1, ,1, ,1,2,1, , , , , ,5,2,1972,2, , , , , , , , ,1, , , ,1,34,66c110122b25034052d535bc,1E, , , ,11F, ,30A, ,28B,5D, ,7E, , , , ,15C, , , ,19C, , , ,22B, , ,25E, ,27E,29B, , ,34B
1,1,1,1,1,1,1, , , ,1, , , , ,1,1, ,1, , , ,1,2,1,1,1,3,3,3,3,3,1,1, , ,5,5, , , , ,5,5, , ,5,5,5,5, , , , ,4,4,4,5, , , , ,4,4, , , , , , ,4,5, , , , , , , , ,5,5, , , , ,5,5, , , , ,4,4,5,5, , , , ,4,4, , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , ,1, , ,1, ,1,1, ,1,1,1, , , , , , , , , ,5, , ,2, ,2,3, ,3,4,4, , , , ,2, , ,6,2,1988,2, , , , , , , , ,1, , ,1,1,45,5c8db07eb1f89a0016777fe0, ,2C, , ,11D, ,30E,6A, , ,31E,7F, , ,13B, , , ,10B, , , , ,21B, , ,24C, , ,27F,29F, , ,34D
1,1,1,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1, , , ,1,2,1,1,1,1,3,4,4,2,1,1, , ,5,5, , ,4,5, , , , ,5,2, , ,3,5,4,5, , ,4,4, , , , , , , , , , ,5,5, , , , , , ,4,4, , ,5,5, , ,5,5, , , , , , ,5,4,4,5, , ,4,4, , ,1, , ,1,1, , , ,1,1, , , , , , , ,1,1, , , , , , , ,1, , , , , , , , ,3,2,2,3, ,1, , ,1, , , ,1,1,1,1,1,1, ,1, , , , , ,4, , ,2, , , ,3,2,2,3,2,3, ,3, , , , ,2,1,1,2,6,2,1994,1, , , , , , ,1,none,1, ,1, , ,10,6732ee6eb5fd516ed84fb6c7, ,2E, ,4E, , ,30F, ,28B,5F, ,7B, , , , , ,16B, , , ,33B, ,21E, ,23E, , , ,27B,29B, ,9F, 
1,1,1,1,1,1,1,1, ,1, , , ,1,1,1,1,1,1, , , ,1,1,4,1,4,1,4,4,4,1,1,1, , , , ,5,5, , ,5,5, , ,5,2,5,5, , ,4,5, , , , , , ,5,5,4,4, , , , , , , , , , ,4,5, , , , ,3,4, , ,1,3, , , , ,5,2, , ,5,5, , , , ,4,4,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,1, , ,1,1, ,1,1, , , ,1, ,1,1,1, , , , ,2, , ,2,4, ,3,1, , , ,2, ,4,2,1, , , ,1, , , ,4,1,1986,1, , , , , , , , ,1, , ,1, ,10,660cda55786e37b1cbb49717, , ,3F, ,11A, ,30B,6E, ,5D, , , ,12B,13B, , , , , ,19B, , ,21E, ,23F, , ,26F, ,29F, , ,34A
1,1,1,1,1,1,1, , ,1,1, , , ,1,1,1,1,1, , , ,1,2,2,2,2,3,3,3,3,2,1,4,5,5, , , , , , ,5,5, , ,5,2,5,5, , , , ,5,3,5,3, , , , ,5,5, , , , , , , , ,5,1, , , , ,5,5, , , , , , , , ,5,2,5,4, , ,5,5, , , , ,5,5,1, , , ,1, , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , ,1,1, , , ,1, ,1,1,1, , ,1,1,1,1,1,1,1,1, ,1,1, , ,2, ,3,1,3, , ,2,1,2,1,1,2,1,1, ,3,2, ,1,2, , ,6,1,1975,2, , , , , , , , ,1, ,1, , ,14,6681a790567ed4edc86ca4a4,1E, , , ,11B, ,30A,6F, , ,31D,7E, , ,13C, , , , ,18B, , ,20F, , , , ,25C,26B, ,29E, , ,34B
1,1,1,1,1,1,1, , ,1,1, , , , ,1,1,1,1, , , ,1,2,1,1,1,1,4,4,4,4,1,1,4,4, , , , , , ,5,5, , ,5,5, , ,5,5,5,5, , , , ,5,5, , , , , , ,5,4, , , , , , , , ,5,5, , , , ,5,3, , , , ,3,4, , ,5,5,4,4, , , , ,5,4,1, , ,1,1, , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , ,1,1, ,1, ,1,1, , , , , , , , , , , , , ,3,3, ,2, ,3,4, , , ,1,1, , ,7,2,1987,2, , , , , , , , ,1, ,1, , ,45,6657de6005b37ec6f43084a6,1F, , , ,11C, ,30E, ,28D,5B, , ,8E, , , ,15A, , , , ,33B, , ,22E, , ,25A, ,27D,29B, , ,34D
1,1,1,1,1,1,1,1, ,1,1, , ,1,1,1,1,1,1, , , ,1,2,1,1,2,2,4,4,1,2,1,1,4,5, , , , ,4,5, , , , ,4,2,2,1, , ,4,5, , ,4,5, , , , , , , , ,1,1, , ,5,5, , , , , , , , ,5,5, , , , , , ,2,1,1,1, , ,2,4, , , , ,1,3, , ,1,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , ,1, ,1,1, , , , , , , , ,1, , , , , , , ,2, ,3,1, , , , , , , , ,2, , , , , ,2, , ,5,2,1980,2, , , , , , , , ,1, , ,1, ,6,5d537c0cecc84200153075e9,1D, , ,4C, , ,30C,6C, ,5F, ,7D, , , , ,15E, ,10C, , , , ,21E, , , ,25D,26D, ,29A, , ,34F
2,1,1,1,1,1,1,1, ,1, , , , , , , ,1,1, , , ,2,1,1,1,2,4,4,4,4,4,1,1,2,3, , , , , , ,4,4, , ,5,3, , ,4,4,2,3, , , , , , ,4,4, , , , ,1,1, , ,4,3, , , , , , , , ,4,3, , , , , , ,5,3,3,4, , , , ,5,4,2,2, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , ,1, , ,1,1, ,1, , , , , , , , ,1, , , , ,5, , ,4,4, ,5, , , , , , , , ,5, , , , , ,7,1,1990,2, , , , , , , , ,1,1, , , ,36,62f557535db76f7f4ab860c7,1C, , , ,11A, ,30A, ,28A,5A, , , ,12C, , ,15E, ,10A, , , , ,21C, , , ,25C,26B, , ,32D,9E, 
1,1,1,1,1, ,1,1, ,1, , , ,1,1,1, ,1,1, , , ,1,1,1,1,1,4,4,4,4,4,1,1,5,5, , , , , , ,5,5, , ,5,1, , ,5,5, , ,5,3, , , , ,5,5, , ,5,3, , , , ,5,5, , , , , , ,5,5, , , , ,5,5, , , , ,5,3, , , , ,5,5, , ,5,5, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , ,1, , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , ,7,2,1996,3, , , , , , , , ,2, , , , ,36,5f2bf7aa253520000bfc83b6,1A, , , ,11F, ,30B, ,28C, ,31A, , ,12E, ,14F, , ,10B, , , ,20D, , ,23E, , ,26F, , ,32D, ,34D
1,1,1,1,1,1,1, , ,1, , , , ,1,1, ,1,1, , , ,1,1,1,1,1,4,4,4,1,1,1,1,5,4, , , , ,5,5, , , , ,4,2,5,5, , ,5,5, , , , , , ,4,5, , , , , , ,4,5, , ,4,3, , , , , , ,5,5, , , , ,5,5, , ,4,4, , , , ,5,5, , ,5,4, , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , ,1,1,1,1,1, ,1, , ,1,1, ,1, , , , , , , ,3,2,4,3,1, ,2, , ,3,3, ,2, , , , , , , , ,7,1,1974,1, , , , , , , , ,2, , , , ,5,6398db762e009c7af9e1da88,1F, , ,4A, , ,30F,6A, ,5D, , , ,12A, , , ,16C, ,18E, , , ,21A, , ,24B, ,26B, , ,32E, ,34B
1,1,1,1,1,1,1,1, ,1,1, ,1,1,1,1, ,1,1, , , ,1,1,1,1,1,4,4,4,4,3,2,1, , ,4,4, , ,5,5, , , , ,4,4,4,5, , , , ,5,5, , , , ,5,5, , , , , , ,3,4, , ,4,2, , , , , , ,5,5, , , , ,4,4, , ,3,1, , ,4,4, , , , ,4,4,1, , , , ,1, , ,1,1, , , , ,1, , , , , , , , , , , , , , , , , ,1, , ,5,5, ,5, , , , , , , , , , , ,1, ,1, ,1,1, , , , , , , , , , , , , , ,4, ,5, , ,4, , , ,4,4, , ,7,2,1978,2, , , , , , , , ,1, , ,1,1,48,66858b5a1c5862a09fdeff4a, ,2E, ,4A, , ,30E,6A, , ,31E, , ,12C, , , ,16B, ,18B, , , ,21B, , ,24D, ,26A, ,29F, , ,34A
1,1,1,1,1,1,1, , ,1, , , , , ,1, ,1, , , , ,1,2,2,1,2,3,3,3,3,1,1,1, , ,4,5, , ,4,5, , , , ,5,3, , ,3,1,1,4, , ,2,4, , , , ,1,2, , , , , , , , , , ,2,1, , , , , , ,2,3, , , , ,4,4,5,3, , ,3,4, , , , ,3,2,1, , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,1,1, , ,1,1, , , , , , , , , , ,1, , , ,2,2, , ,4,4, , , , , , , , , , ,4, , ,2, , , ,7,2,1987,3, , , , , , ,1,"Mostly plant based, but do eat chicken and fish",1, , , ,1,45,60abe580aa82f25a7acc9800, ,2B, ,4C, , ,30B, ,28E,5B, ,7E, , ,13B, , , , , ,19C, , , ,22D, , ,25B,26C, ,29A, , ,34C
2,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1, , , ,1,4,1,1,4,4,4,4,4,4,1,1, , , , ,5,5,5,5, , , , ,4,3, , ,4,4, , ,4,4, , , , ,5,3, , , , , , ,5,5, , , , ,5,5, , , , ,5,5, , , , , , ,5,3, , ,5,5, , ,4,4,5,3, , ,1, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,3, , ,5, , ,1, , ,1, , , ,1, , , , ,1, , ,1, , , , ,3, , ,5, , , ,2, , , , ,2, , ,4, , ,4, , ,2,2,2,1981,2, , , , , , , , ,1, , ,1, ,37,654a436559c109f11f220233, , ,3C,4C, , ,30E, ,28C, ,31F, , ,12D, , , ,16A, , ,19D, , ,21F, , , ,25B, ,27F, ,32A,9E, 
1,1,1,1,1,1,1,1, ,1, , , , ,1,1,1,1,1, , , ,1,1,1,1,3,3,2,2,3,1,1,1, , ,5,5, , , , ,5,5, , ,5,3, , ,5,5,5,5, , , , , , ,5,5, , , , ,4,4, , , , , , , , ,5,4, , , , ,4,4, , ,5,5, , ,4,5, , ,5,5, , ,5,5, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,1,1,1,1, , , ,1,1, ,1,1,1, ,1, , ,1, , ,2,2,3,2, , , ,3,2, ,1,3,2, ,2, , ,2, , , , , ,7,1,1988,2, , , , , , , , ,1,1, , , ,3,613929236e3092c6bad219ab, ,2A, , ,11C, ,30A, ,28A,5A, , , ,12C, , ,15A, , , , ,33C, , ,22F, ,24C, ,26A, ,29D, ,9B, 
1,1,1,1,1,1,1,1, ,1, , , ,1,1,1,1,1,1, , , ,1,1,1,1,1,4,4,4,1,1,1,1,5,5, , , , , , ,5,5, , ,5,2,5,5, , ,5,5, , ,5,5, , , , , , , , , , ,5,5, , ,4,2, , , , ,4,5, , , , , , ,4,4, , ,5,3, , , , ,5,5,5,5, , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1, , ,1,1,1, ,1, , , , , , , , , , , , ,1, , ,1,1,2, ,3, , , , , , , , , , ,7,2,1989,2, , , , , , ,1,None,1, ,1, , ,11,6643a23e1668916a901333d9,1A, , , ,11B, ,30A,6E, ,5E, ,7F, , , , , ,16B, ,18D, , ,20A, , , ,24D, ,26F, , ,32B,9C, 
1,1,1,1,1,1,1,1, ,1,1, , ,1,1,1, ,1,1, , , ,1,1,4,1,4,4,4,4,4,1,1,1, , ,4,4, , , , ,4,4, , ,5,5,3,3, , ,4,4, , , , ,5,4, , ,5,5, , , , , , , , , , , , ,5,5, , , , ,5,5,4,5, , , , , , ,4,4,5,4, , ,4,5, , , ,1, ,1,1, , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , ,1,3, , ,1, , , , , , ,1, ,1, , , , ,1, , , , , ,5, , , , , , ,5, ,2, , , , ,1, , , , , , ,2, , ,2,1,1989,1, , , , , , ,1,none,2, , , , ,5,558823c2fdf99b318cb4224b, ,2A, , ,11D, ,30D,6D, ,5D, , ,8A, ,13C, , , , , , ,33A, , ,22B,23A, , , ,27D,29D, ,9D, 
1,1,1,1,1,1,1, , ,1,1, , ,1,1,1,1, ,1, , , ,1,4,1,1,1,1,4,4,4,4,1,1,4,4, , , , ,4,4, , , , ,3,4,5,5, , , , ,4,3, , , , ,5,5, , , , , , ,5,4, , , , , , ,5,4, , ,5,5, , , , , , ,5,4,4,3, , , , ,4,4,4,5, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3, , , , , , ,1, , , ,1,1, , , , , , ,1, , , , , , , ,2, , , ,3,4, , , , , , ,2, , , , , , , ,7,2,1991,2, , , , , , , , ,1, , ,1,1,21,63ea4735e283a1670ea382f4,1D, , ,4A, , ,30F,6C, , ,31D, , ,12A, , , ,16F, , , ,33A, ,21C, , , ,25D,26A, , ,32F,9F, 
1,1,1,1,1,1,1,1, ,1,1, , , ,1,1,1,1, , , , ,1,3,2,3,1,4,1,2,4,4,2,1, , ,1,3, , ,1,1, , , , ,2,1, , ,1,1, , ,1,3, , ,2,3, , , , ,4,1, , , , , , ,4,1, , , , ,1,3, , , , ,1,1, , , , , , ,1,1, , ,1,1, , ,1,2, , , , , , ,1,Just Bare, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1,5, , , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , ,7,2,1991,3, , , , , , , , ,1, , ,1, ,10,5eae1405df23d34e3b085b44, ,2F, ,4E, , ,30D, ,28F, ,31B, ,8D, , ,14B, , , ,18B, , ,20E, , ,23F, , , ,27C, ,32A, ,34C
1,1,1,1,1,1,1,1, ,1, , ,1, , ,1, ,1,1, , , ,1,4,1,1,1,3,4,4,4,1,1,1, , ,4,1, , , , ,2,4, , ,2,2,5,4, , , , ,1,4,1,1, , , , , , , , ,2,2, , , , , , ,2,2, , , , ,1,1, , , , ,2,2, , , , ,5,3, , ,4,3,4,3, , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,2, , ,3, , , , ,1, , , , , , , , ,1, , ,1, , , , , , , ,2, , , , , , , , ,2, , ,2, , , , , , , ,5,2,1999,1, , , , , , , , ,1, ,1, , ,9,65da4bbc13330ddc1255eaa8, ,2D, , ,11E, ,30C,6B, , ,31A,7B, , , , ,15F, , , ,19C, , ,21F, , ,24B, , ,27B, ,32E,9B, 
2,1,1,1,1,1,1,1, , ,1, ,1,1,1,1,1,1, , , , ,1,2,2,1,2,1,1,2,2,1,1,1, , , , ,4,4, , ,4,4, , ,5,5,4,4, , , , ,4,5, , ,5,5, , ,4,4, , , , , , , , ,5,5, , , , ,5,5, , , , , , , , ,5,5, , ,4,4, , ,4,5, , ,4,4, , , , , , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , , , ,1,1, , , ,3, ,3, , ,1, , ,1,1,1, , ,1, ,1, , , , , , , , , ,3, , ,3,2,2, , ,1, ,3, , , , , , , , ,2, ,2,6,1,1987,2, , , , , , , , ,1, ,1,1, ,23,65c10795eb626271fd142360, , ,3C, ,11F, ,30F,6B, , ,31C, ,8B, ,13A, , , , ,18C, , ,20A, , , , ,25F, ,27A, ,32E, ,34C
1,1, ,1,1,1,1, , ,1, , , ,1,1,1, ,1,1, , , ,2,1,1,1,3,2,1,2,3,3,2,3,4,3, , , , ,4,4, , , , ,5,4,4,4, , ,4,5, , ,2,4, , , , , , ,2,1, , , , , , ,4,4, , , , , , , , ,4,5, , ,5,4, , , , ,5,5,5,4, , ,5,3, , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1,1, ,1, , ,1, , ,1, , , , , , , , , , ,3,2, ,4, , ,2, , ,3, , , , , , , , , , , ,7,2,1999,1, , , , , , ,1,None,1, , ,1, ,26,68483d40185598902b719f20,1C, , ,4E, , ,30E,6C, ,5D, ,7F, , , ,14B, , , ,18A, , , , ,22B, ,24C, , ,27C,29A, ,9A, 
1,1,1,1,1,1,1,1, ,1,1,1, ,1, ,1,1,1,1, , , ,1,2,1,1,1,4,4,4,4,2,2,1, , , , ,4,5,4,5, , , , ,4,2,5,5, , ,4,5, , , , ,4,4, , ,4,5, , , , , , , , ,4,3, , , , ,4,5, , , , , , , , ,4,3,4,2, , , , ,4,5,4,5, , , , ,1,1, , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , ,2,4,4, , ,1, , , , , , ,1, ,1, , , ,1, ,1, , , , ,2, , , , , , ,2, ,2, , , ,3, ,3, , , , , ,2, ,7,2,1983,2, , , , , , , , ,1, , ,1, ,22,66295f6787560614cb0b4d24, , ,3A,4D, , ,30F,6C, ,5E, , ,8F, ,13D, , , , ,18F, , ,20F, , , , ,25E,26B, , ,32D,9C, 
2,1,1,1,1,1,1, , ,1, , , , ,1,1,1, ,1, , , ,2,3,1,1,2,3,3,4,4,3,1,1, , ,4,5, , , , ,3,4, , ,3,2,4,5, , ,4,5, , ,4,4, , , , , , , , ,3,3, , , , ,4,4, , , , , , ,4,5, , , , ,4,4, , , , ,3,3, , ,4,3,4,4, , , , ,1,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , ,1, , ,1, , , , , , ,1, ,1,1,1,1, ,1, , ,4, , ,3, , , , , , ,3, ,4,4,3,3, ,3, , , , , ,6,1,1970,2, , , , , , ,1,n/a,1, , , ,1,14,67edf0b51b5bd671db6a9372, ,2F, , ,11C, ,30A,6E, ,5A, ,7E, , , , ,15D, , ,18D, , , ,21D, , ,24B, , ,27C, ,32A,9A, 
2,1,1,1,1,1,1, , ,1, ,1,1, ,1,1,1, , , , , ,1,4,4,1,1,4,4,4,4,4,1,1,5,5, , , , ,5,5, , , , ,5,2,5,5, , , , ,5,4,5,5, , , , ,5,5, , , , , , , , ,5,2, , , , , , ,5,5, , , , ,5,5, , , , ,5,2, , ,5,5,5,5, , ,1, , ,1, , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , ,2, ,3,2,1,1, , ,1, ,1,1,1, , ,1, ,1, ,1, , , , ,2,3, , ,2, ,3,3,3, , ,2, ,4, ,1, , , , ,2, ,2,1,7,1,1981,2, , , , , , , , ,1, , ,1,1,26,5eacd70006f95f33990e3df9,1C, , ,4B, , ,30D,6A, , ,31B,7D, , ,13F, , , , ,18A, , , ,21B, , ,24F, , ,27A, ,32A,9A, 
2,1,1,1,1,1,1,1, ,1, , , , , ,1, , , , , , ,2,4,1,1,3,4,4,4,4,2,1,1, , , , ,3,4,4,4, , , , ,5,3, , ,4,4, , ,5,5, , ,4,4, , , , , , ,3,4, , ,4,5, , , , , , ,4,5, , , , , , ,2,3, , ,5,3, , ,5,4, , ,4,4, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , ,1, , , , ,1, , , , ,1,1,1, , , , , , , ,4, , , , ,2, , , , ,3,2,3, , , , , , ,6,1,1973,2, , , , , , , , ,1, , , ,1,33,66ea245a0dcc3d4695c49d9a, , ,3F,4A, , ,30A, ,28D, ,31D, ,8C, , , ,15E, ,10D, , , ,20C, , , ,24C, ,26D, ,29C, ,9C, 
1,1,1,1,1,1,1, , ,1,1,1, , ,1,1,1,1,1, , , ,1,2,1,1,2,4,4,4,4,1,1,1, , ,4,4, , ,4,4, , , , ,4,3, , ,4,4, , ,4,4,4,4, , , , , , ,4,4, , , , , , , , ,4,4, , , , ,4,4, , , , , , ,4,3, , ,4,3,4,4, , ,4,4, , ,1, ,1,1, , , , ,1, , , , ,1, , , ,1, , , , , , ,1,Wegmans, , , , , , , , , ,2,3,4, , , , , ,1,1, , ,1, , , ,1,1,1, , , , , , , , , ,2,4, , ,3, , , ,2,2,2, , , , , ,2,2,3, ,7,2,1982,3, , , , , , ,1,n/a,2, , , , ,33,5fc2a5c0ddfca10169395662, ,2C, ,4F, , ,30F, ,28D, ,31A,7C, , , ,14C, , , , ,19D, , ,21F, , , ,25A, ,27C,29D, ,9F, 
1,1,1,1,1,1,1, , ,1,1, , , ,1, ,1,1, , , , ,1,1,1,1,1,4,1,4,4,4,1,1,3,4, , , , , , ,5,5, , ,5,3, , ,2,4, , ,4,3, , , , ,5,5, , , , , , ,4,5, , ,5,5, , , , , , , , ,5,5,5,5, , , , , , ,4,4, , ,5,3, , ,5,5,1, ,1,1, , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,3,3, , , ,1, , , , , , ,1,1, , , , , , ,1,1, , , ,3, , , , , , ,2,2, , , , , , ,2,4, , ,4, , , ,5,2,1982,3, , , , , , , , ,99, , , , ,8,65e41e88a96a10f5f38d608e,1D, , , ,11C, ,30C, ,28C, ,31E, , ,12F, , , ,16C, ,18D, , , , ,22A,23E, , , ,27E, ,32C, ,34D
